time,q1,u1,q2,u2,total_energy,hip_x,hip_vx,hip_y,hip_vy
10.1689492351,-0.0910601580,-0.1000000000,-0.1910601580,-0.3000000000,1000.0419295667,0.0909343658,0.0995856888,0.9958568879,-0.0090934366
10.2194542856,-0.0962404779,-0.1051841505,-0.2060966112,-0.2953674483,1000.0419295667,0.0960919798,0.1046974065,0.9953724586,-0.0101073533
10.2699593361,-0.1016893230,-0.1106358186,-0.2208878308,-0.2902940424,1000.0419295667,0.1015141568,0.1100642844,0.9948340947,-0.0112311018
10.3204643866,-0.1074205459,-0.1163686385,-0.2354123720,-0.2848126525,1000.0419295667,0.1072140743,0.1156978849,0.9942359590,-0.0124763559
10.3709694371,-0.1134487047,-0.1223969214,-0.2496505068,-0.2789583751,1000.0419295667,0.1132055022,0.1216101044,0.9935715949,-0.0138560050
10.4214744876,-0.1197890978,-0.1287356857,-0.2635843347,-0.2727685017,1000.0419295667,0.1195028191,0.1278131479,0.9928338613,-0.0153842774
10.4719795381,-0.1264578011,-0.1354006881,-0.2771978940,-0.2662824909,1000.0419295667,0.1261210272,0.1343194949,0.9920148620,-0.0170768739
10.5224845886,-0.1334717050,-0.1424084554,-0.2904772697,-0.2595419426,1000.0419295667,0.1330757649,0.1411418557,0.9911058676,-0.0189511141
10.5729896392,-0.1408485552,-0.1497763167,-0.3034107016,-0.2525905781,1000.0419295667,0.1403833173,0.1482931162,0.9900972297,-0.0210260962
10.6234946897,-0.1486069934,-0.1575224362,-0.3159886907,-0.2454742243,1000.0419295667,0.1480606233,0.1557862691,0.9889782868,-0.0233228701
10.6739997402,-0.1567666003,-0.1656658458,-0.3282041058,-0.2382408063,1000.0419295667,0.1561252790,0.1636343288,0.9877372613,-0.0258646264
10.7245047907,-0.1653479406,-0.1742264781,-0.3400522888,-0.2309403472,1000.0419295667,0.1645955361,0.1718502285,0.9863611456,-0.0286769006
10.7750098412,-0.1743726091,-0.1832251986,-0.3515311614,-0.2236249774,1000.0419295667,0.1734902949,0.1804466946,0.9848355789,-0.0317877938
10.7938775549,-0.1778623641,-0.1867037485,-0.3557247281,-0.2208992165,1000.0419295667,0.1769260664,0.1837583372,0.9842241447,-0.0330327598
10.8443826054,0.1692353830,-0.1667062817,0.3549574719,-0.0195060138,1001.0930556745,0.1854234279,0.1643246889,0.9857138385,0.0280781231
10.8948876559,0.1610162769,-0.1588386698,0.3537469172,-0.0285023218,1001.0930556745,0.1935307122,0.1567840698,0.9870648622,0.0254652412
