cycle,time,q1,u1,q2,u2,total_energy,hip_x,hip_vx,hip_y,hip_vy
5,15.7144344053,0.0127055096,-0.0975456148,0.1756465556,-0.1927545072,1004.7838809643,0.2645644554,0.0975377416,0.9999192861,0.0012393334
5,15.7649394558,0.0077818113,-0.0974743597,0.1656974508,-0.2011897721,1004.7838809643,0.2694878905,0.0974714083,0.9999697219,0.0007585194
5,15.8154445063,0.0028554205,-0.0976522624,0.1553286117,-0.2093723154,1004.7838809643,0.2744142066,0.0976518643,0.9999959233,0.0002788379
5,15.8659495568,-0.0020862559,-0.0980797978,0.1445533468,-0.2172807897,1004.7838809643,0.2793558775,0.0980795844,0.9999978238,-0.0002046194
5,15.9164546074,-0.0070558506,-0.0987580711,0.1333860080,-0.2248952361,1004.7838809643,0.2843254153,0.0987556128,0.9999751076,-0.0006968164
5,15.9669596579,-0.0120660687,-0.0996888204,0.1218419185,-0.2321971566,1004.7838809643,0.2893353991,0.0996815636,0.9999272059,-0.0012028230
5,16.0174647084,-0.0171297185,-0.1008744202,0.1099372976,-0.2391695891,1004.7838809643,0.2943985040,0.1008596209,0.9998532900,-0.0017278659
5,16.0679697589,-0.0222597449,-0.1023178872,0.0976891805,-0.2457971810,1004.7838809643,0.2995275298,0.1022925392,0.9997522621,-0.0022773820
5,16.1184748094,-0.0274692612,-0.1040228863,0.0851153360,-0.2520662644,1004.7838809643,0.3047354300,0.1039836430,0.9996227436,-0.0028570725
5,16.1689798599,-0.0327715824,-0.1059937395,0.0722341787,-0.2579649302,1004.7838809643,0.3100353399,0.1059368272,0.9994630598,-0.0034729608
5,16.2194849104,-0.0381802587,-0.1082354346,0.0590646790,-0.2634831020,1004.7838809643,0.3154406065,0.1081565551,0.9992712225,-0.0041314530
5,16.2699899609,-0.0437091092,-0.1107536373,0.0456262682,-0.2686126098,1004.7838809643,0.3209648161,0.1106478575,0.9990449090,-0.0048394016
5,16.3204950114,-0.0493722564,-0.1135547026,0.0319387407,-0.2733472618,1004.7838809643,0.3266218236,0.1134163291,0.9987814377,-0.0056041744
5,16.3710000619,-0.0551841616,-0.1166456895,0.0180221520,-0.2776829162,1004.7838809643,0.3324257804,0.1164681245,0.9984777405,-0.0064337280
5,16.4215051124,-0.0611596607,-0.1200343762,0.0038967137,-0.2816175508,1004.7838809643,0.3383911630,0.1198099516,0.9981303309,-0.0073366859
5,16.4720101629,-0.0673140008,-0.1237292765,-0.0104173156,-0.2851513319,1004.7838809643,0.3445328002,0.1234490629,0.9977352680,-0.0083224242
5,16.5225152134,-0.0736628781,-0.1277396585,-0.0248997423,-0.2882866820,1004.7838809643,0.3508659009,0.1273932434,0.9972881168,-0.0094011634
5,16.5730202639,-0.0802224763,-0.1320755636,-0.0395305534,-0.2910283454,1004.7838809643,0.3574060800,0.1316507958,0.9967839025,-0.0105840677
5,16.6235253144,-0.0870095063,-0.1367478280,-0.0542900358,-0.2933834542,1004.7838809643,0.3641693845,0.1362305192,0.9962170604,-0.0118833536
5,16.6740303649,-0.0940412466,-0.1417681040,-0.0691588980,-0.2953615926,1004.7838809643,0.3711723181,0.1411416846,0.9955813798,-0.0133124070
5,16.7245354154,-0.1013355854,-0.1471488840,-0.0841183961,-0.2969748609,1004.7838809643,0.3784318634,0.1463940017,0.9948699418,-0.0148859108
5,16.7750404659,-0.1089110637,-0.1529035247,-0.0991504618,-0.2982379404,1004.7838809643,0.3859655042,0.1519975790,0.9940750502,-0.0166199833
5,16.8255455164,-0.1167869192,-0.1590462725,-0.1142378353,-0.2991681589,1004.7838809643,0.3937912436,0.1579628740,0.9931881554,-0.0185323294
5,16.8438716791,-0.1197228755,-0.1613741057,-0.1197228755,-0.2994272096,1004.7838809643,0.3967066943,0.1602189532,0.9928417729,-0.0192740505
6,16.8438716791,-0.0697228755,-0.1000000000,-0.1697228755,-0.3000000000,1001.9487076040,0.0696663988,0.0997570345,0.9975703448,-0.0069666399
6,16.8943767296,-0.0748760643,-0.1041096230,-0.1847581058,-0.2953173539,1001.9487076040,0.0748061194,0.1038179179,0.9971980969,-0.0077880369
6,16.9448817801,-0.0802434659,-0.1084846002,-0.1995452886,-0.2901819986,1001.9487076040,0.0801573788,0.1081355207,0.9967822203,-0.0086958412
6,16.9953868306,-0.0858387562,-0.1131358956,-0.2140622872,-0.2846230986,1001.9487076040,0.0857333808,0.1127193423,0.9963181156,-0.0096995228
6,17.0458918811,-0.0916761815,-0.1180751490,-0.2282884924,-0.2786719831,1001.9487076040,0.0915478197,0.1175793138,0.9958006812,-0.0108095225
6,17.0963969316,-0.0977705940,-0.1233147018,-0.2422049314,-0.2723621065,1001.9487076040,0.0976149021,0.1227257830,0.9952242616,-0.0120373525
6,17.1469019821,-0.1041374872,-0.1288676230,-0.2557943737,-0.2657290094,1001.9487076040,0.1039493673,0.1281694943,0.9945825904,-0.0133957079
6,17.1974070326,-0.1107930335,-0.1347477371,-0.2690414358,-0.2588102822,1001.9487076040,0.1105665067,0.1339215620,0.9938687275,-0.0148985866
6,17.2479120831,-0.1177541234,-0.1409696517,-0.2819326836,-0.2516455314,1001.9487076040,0.1174821816,0.1399934355,0.9930749906,-0.0165614222
6,17.2984171336,-0.1250384056,-0.1475487873,-0.2944567336,-0.2442763492,1001.9487076040,0.1247128392,0.1463968559,0.9921928783,-0.0184012282
6,17.3489221841,-0.1326643285,-0.1545014067,-0.3066043528,-0.2367462892,1001.9487076040,0.1322755260,0.1531438008,0.9912129868,-0.0204367548
6,17.3994272347,-0.1406511839,-0.1618446453,-0.3183685567,-0.2291008470,1001.9487076040,0.1401878977,0.1602464161,0.9901249180,-0.0226886606
6,17.4499322852,-0.1490191517,-0.1695965418,-0.3297447074,-0.2213874483,1001.9487076040,0.1484682263,0.1677169336,0.9889171784,-0.0251796978
6,17.5004373357,-0.1577893463,-0.1777760690,-0.3407306109,-0.2136554453,1001.9487076040,0.1571354015,0.1755675690,0.9875770682,-0.0279349140
6,17.5509423862,-0.1669838646,-0.1864031643,-0.3513266145,-0.2059561214,1001.9487076040,0.1662089270,0.1838104006,0.9860905600,-0.0309818699
6,17.6014474367,-0.1766258354,-0.1954987597,-0.3615357047,-0.1983427071,1001.9487076040,0.1757089100,0.1924572225,0.9844421664,-0.0343508740
6,17.6421904157,-0.1847466691,-0.2031926296,-0.3694933382,-0.1923010601,1001.9487076040,0.1836975195,0.1997348637,0.9829828184,-0.0373259820
6,17.6926954662,0.1753977106,-0.1808417703,0.3686291942,-0.0215195078,1002.5484216968,0.1928952790,0.1780671541,0.9846572164,0.0315568455
6,17.7432005167,0.1664721632,-0.1726840614,0.3673114211,-0.0307416561,1002.5484216968,0.2016907177,0.1702967872,0.9861754803,0.0286144952
6,17.7937055672,0.1579475503,-0.1649615369,0.3655165776,-0.0404033109,1002.5484216968,0.2101034009,0.1629081281,0.9875521964,0.0259470704
6,17.8442106177,0.1498023740,-0.1576553007,0.3632237019,-0.0504556343,1002.5484216968,0.2181523163,0.1558896546,0.9888005915,0.0235289063
6,17.8947156682,0.1420160669,-0.1507474070,0.3604142857,-0.0608503088,1002.5484216968,0.2258558676,0.1492297809,0.9899326558,0.0213366631
6,17.9452207187,0.1345689442,-0.1442208300,0.3570722472,-0.0715395628,1002.5484216968,0.2332318742,0.1429169662,0.9909592551,0.0193491230
6,17.9957257692,0.1274421589,-0.1380594345,0.3531839029,-0.0824761977,1002.5484216968,0.2402975754,0.1369398047,0.9918902332,0.0175470039
6,18.0462308197,0.1206176566,-0.1322479466,0.3487379383,-0.0936136177,1002.5484216968,0.2470696398,0.1312870999,0.9927345054,0.0159127870
6,18.0967358702,0.1140781333,-0.1267719245,0.3437253758,-0.1049058631,1002.5484216968,0.2535641767,0.1259479252,0.9935001433,0.0144305575
6,18.1472409207,0.1078069941,-0.1216177308,0.3381395428,-0.1163076452,1002.5484216968,0.2597967519,0.1209116732,0.9941944521,0.0130858595
6,18.1977459712,0.1017883130,-0.1167725051,0.3319760357,-0.1277743854,1002.5484216968,0.2657824040,0.1161680954,0.9948240409,0.0118655619
6,18.2482510217,0.0960067944,-0.1122241378,0.3252326839,-0.1392622565,1002.5484216968,0.2715356639,0.1117073330,0.9953948866,0.0107577357
6,18.2987560722,0.0904477359,-0.1079612447,0.3179095103,-0.1507282278,1002.5484216968,0.2770705750,0.1075199414,0.9959123913,0.0097515416
6,18.3492611227,0.0850969924,-0.1039731427,0.3100086898,-0.1621301142,1002.5484216968,0.2824007143,0.1035969091,0.9963814354,0.0088371270
6,18.3997661732,0.0799409410,-0.1002498266,0.3015345055,-0.1734266282,1002.5484216968,0.2875392153,0.0999296712,0.9968064242,0.0080055325
6,18.4502712238,0.0749664474,-0.0967819475,0.2924933021,-0.1845774365,1002.5484216968,0.2924987900,0.0965101191,0.9971913316,0.0072486048
6,18.5007762743,0.0701608334,-0.0935607913,0.2828934355,-0.1955432197,1002.5484216968,0.2972917530,0.0933306072,0.9975397382,0.0065589189
6,18.5512813248,0.0655118455,-0.0905782592,0.2727452210,-0.2062857362,1002.5484216968,0.3019300441,0.0903839567,0.9978548664,0.0059297053
6,18.6017863753,0.0610076237,-0.0878268494,0.2620608764,-0.2167678899,1002.5484216968,0.3064252526,0.0876634574,0.9981396121,0.0053547843
6,18.6522914258,0.0566366725,-0.0852996395,0.2508544625,-0.2269538014,1002.5484216968,0.3107886407,0.0851628677,0.9983965723,0.0048285054
6,18.7027964763,0.0523878315,-0.0829902701,0.2391418203,-0.2368088813,1002.5484216968,0.3150311671,0.0828764134,0.9986280714,0.0043456919
6,18.7533015268,0.0482502477,-0.0808929300,0.2269405032,-0.2462999081,1002.5484216968,0.3191635109,0.0807987854,0.9988361826,0.0039015896
6,18.8038065773,0.0442133481,-0.0790023423,0.2142697063,-0.2553951069,1002.5484216968,0.3231960944,0.0789251372,0.9990227491,0.0034918201
6,18.8543116278,0.0402668128,-0.0773137514,0.2011501915,-0.2640642306,1002.5484216968,0.3271391069,0.0772510810,0.9991894014,0.0031123371
6,18.9048166783,0.0364005493,-0.0758229119,0.1876042078,-0.2722786420,1002.5484216968,0.3310025275,0.0757726848,0.9993375732,0.0027593862
6,18.9553217288,0.0326046670,-0.0745260776,0.1736554081,-0.2800113962,1002.5484216968,0.3347961485,0.0744864681,0.9994685149,0.0024294674
6,19.0058267793,0.0288694517,-0.0734199925,0.1593287618,-0.2872373232,1002.5484216968,0.3385295973,0.0733893988,0.9995833063,0.0021193005
6,19.0563318298,0.0251853418,-0.0725018826,0.1446504631,-0.2939331085,1002.5484216968,0.3422123596,0.0724788898,0.9996828660,0.0018257917
6,19.1068368803,0.0215429036,-0.0717694488,0.1296478349,-0.3000773725,1002.5484216968,0.3458538016,0.0717527955,0.9997679606,0.0015460027
6,19.1573419308,0.0179328078,-0.0712208612,0.1143492295,-0.3056507466,1002.5484216968,0.3494631924,0.0712094098,0.9998392115,0.0012771216
6,19.2078469813,0.0143458055,-0.0708547540,0.0987839252,-0.3106359459,1002.5484216968,0.3530497256,0.0708474631,0.9998971007,0.0010164337
6,19.2583520318,0.0107727053,-0.0706702221,0.0829820192,-0.3150178372,1002.5484216968,0.3566225420,0.0706661215,0.9999419750,0.0007612948
6,19.3088570823,0.0072043501,-0.0706668184,0.0669743171,-0.3187835016,1002.5484216968,0.3601907512,0.0706649846,0.9999740488,0.0005091041
6,19.3593621328,0.0036315937,-0.0708445528,0.0507922202,-0.3219222915,1002.5484216968,0.3637634533,0.0708440856,0.9999934058,0.0002572781
6,19.4098671833,0.0000452776,-0.0712038915,0.0344676089,-0.3244258800,1002.5484216968,0.3673497613,0.0712038914,0.9999999990,0.0000032239
6,19.4603722339,-0.0035637912,-0.0717457582,0.0180327247,-0.3262883043,1002.5484216968,0.3709588226,0.0717453026,0.9999936497,-0.0002556864
6,19.5108772844,-0.0072048645,-0.0724715363,0.0015200497,-0.3275060001,1002.5484216968,0.3745998412,0.0724696553,0.9999740451,-0.0005221431
6,19.5450930762,-0.0096945069,-0.0730686505,-0.0096945069,-0.3279639299,1002.5484216968,0.3770893940,0.0730652169,0.9999530086,-0.0007083534
7,19.5450930762,0.0403054931,-0.1000000000,-0.0596945069,-0.3000000000,1004.5586351114,-0.0402945811,0.0999187844,0.9991878436,0.0040294581
7,19.5955981267,0.0352926853,-0.0985494951,-0.0747266014,-0.2951879209,1004.5586351114,-0.0352853591,0.0984881262,0.9993772778,0.0034773543
7,19.6461031772,0.0303467548,-0.0973510943,-0.0895031626,-0.2898825414,1004.5586351114,-0.0303420972,0.0973062712,0.9995395726,0.0029538364
7,19.6966082277,0.0254550489,-0.0964017498,-0.1039995457,-0.2840948787,1004.5586351114,-0.0254523000,0.0963705193,0.9996760377,0.0024536463
7,19.7471132782,0.0206050526,-0.0956990402,-0.1181917157,-0.2778380606,1004.5586351114,-0.0206035946,0.0956787255,0.9997877234,0.0019717442
7,19.7976183287,0.0157843577,-0.0952411650,-0.1320563523,-0.2711272531,1004.5586351114,-0.0157837023,0.0952293007,0.9998754296,0.0015032582
7,19.8481233792,0.0109806314,-0.0950269406,-0.1455709513,-0.2639795853,1004.5586351114,-0.0109804107,0.0950212118,0.9999397135,0.0010434348
7,19.8986284297,0.0061815849,-0.0950557982,-0.1587139214,-0.2564140717,1004.5586351114,-0.0061815455,0.0950539821,0.9999808941,0.0005875917
7,19.9491334802,0.0013749429,-0.0953277824,-0.1714646777,-0.2484515336,1004.5586351114,-0.0013749425,0.0953276922,0.9999990548,0.0001310702
7,19.9996385307,-0.0034515878,-0.0958435515,-0.1838037307,-0.2401145200,1004.5586351114,0.0034515809,0.0958429806,0.9999940433,-0.0003308118
7,20.0501435812,-0.0083103491,-0.0966043798,-0.1957127718,-0.2314272273,1004.5586351114,0.0083102535,0.0966010440,0.9999654692,-0.0008028069
7,20.1006486318,-0.0132137631,-0.0976121605,-0.2071747542,-0.2224154201,1004.5586351114,0.0132133785,0.0976036389,0.9999126995,-0.0012897864
7,20.1511536823,-0.0181743628,-0.0988694102,-0.2181739706,-0.2131063523,1004.5586351114,0.0181733623,0.0988530820,0.9998348508,-0.0017967896
7,20.2016587328,-0.0232048246,-0.1003792750,-0.2286961259,-0.2035286899,1004.5586351114,0.0232027422,0.1003522509,0.9997307801,-0.0023290744
7,20.2521637833,-0.0283179996,-0.1021455383,-0.2387284067,-0.1937124349,1004.5586351114,0.0283142150,0.1021045853,0.9995990722,-0.0028921707
7,20.3026688338,-0.0335269464,-0.1041726289,-0.2482595474,-0.1836888519,1004.5586351114,0.0335206657,0.1041140864,0.9994380246,-0.0034919359
7,20.3531738843,-0.0388449636,-0.1064656318,-0.2572798916,-0.1734903969,1004.5586351114,0.0388351953,0.1063853173,0.9992456293,-0.0041346136
7,20.4036789348,-0.0442856237,-0.1090302997,-0.2657814507,-0.1631506489,1004.5586351114,0.0442711495,0.1089234012,0.9990195520,-0.0048268967
7,20.4541839853,-0.0498628066,-0.1118730659,-0.2737579590,-0.1527042441,1004.5586351114,0.0498421469,0.1117340198,0.9987571078,-0.0055759938
7,20.5046890358,-0.0555907348,-0.1150010587,-0.2812049256,-0.1421868136,1004.5586351114,0.0555621069,0.1148234089,0.9984552330,-0.0063897011
7,20.5551940863,-0.0614840085,-0.1184221171,-0.2881196828,-0.1316349239,1004.5586351114,0.0614452780,0.1181983531,0.9981104537,-0.0072764799
7,20.6056991368,-0.0675576424,-0.1221448083,-0.2945014324,-0.1210860213,1004.5586351114,0.0675062649,0.1218661777,0.9977188503,-0.0082455398
7,20.6562041873,-0.0738271023,-0.1261784454,-0.3003512882,-0.1105783781,1004.5586351114,0.0737600555,0.1258347375,0.9972760171,-0.0093069291
7,20.7067092378,-0.0803083439,-0.1305331081,-0.3056723171,-0.1001510440,1004.5586351114,0.0802220479,0.1301124022,0.9967770177,-0.0104716333
7,20.7572142883,-0.0870178517,-0.1352196631,-0.3104695766,-0.0898437982,1004.5586351114,0.0869080752,0.1347080372,0.9962163352,-0.0117516806
7,20.8077193388,-0.0939726793,-0.1402497863,-0.3147501508,-0.0796971068,1004.5586351114,0.0938344303,0.1396309785,0.9955878162,-0.0131602588
7,20.8582243893,-0.1011904909,-0.1456359868,-0.3185231841,-0.0697520812,1004.5586351114,0.1010178890,0.1448910019,0.9948846094,-0.0147118400
7,20.9087294398,-0.1086896041,-0.1513916309,-0.3217999126,-0.0600504404,1004.5586351114,0.1084757310,0.1504982837,0.9940990976,-0.0164223178
7,20.9592344903,-0.1164890338,-0.1575309677,-0.3245936942,-0.0506344757,1004.5586351114,0.1162257590,0.1564633521,0.9932228214,-0.0183091563
7,21.0097395408,-0.1246085372,-0.1640691553,-0.3269200363,-0.0415470178,1004.5586351114,0.1242863154,0.1627970282,0.9922463967,-0.0203915508
7,21.0602445914,-0.1330686608,-0.1710222883,-0.3287966224,-0.0328314068,1004.5586351114,0.1326762946,0.1695103526,0.9911594225,-0.0226906035
7,21.1107496419,-0.1418907881,-0.1784074250,-0.3302433375,-0.0245314651,1004.5586351114,0.1414151527,0.1766144982,0.9899503799,-0.0252295132
7,21.1612546924,-0.1510971889,-0.1862426151,-0.3312822912,-0.0166914731,1004.5586351114,0.1505229110,0.1841206638,0.9886065210,-0.0280337806
7,21.2117597429,-0.1607110705,-0.1945469279,-0.3319378408,-0.0093561481,1004.5586351114,0.1600201545,0.1920399470,0.9871137473,-0.0311314295
7,21.2389834715,-0.1660707118,-0.1992248071,-0.3321414236,-0.0056273497,1004.5586351114,0.1653084064,0.1964838569,0.9862419230,-0.0329335354
7,21.2894885220,0.1567557180,-0.1806348563,0.3314208253,-0.0183271726,1005.4261309672,0.1745022828,0.1784200851,0.9877389602,0.0281997257
7,21.3399935725,0.1478170926,-0.1734091875,0.3302821168,-0.0268419508,1005.4261309672,0.1833374304,0.1715181485,0.9890949315,0.0255395980
7,21.3904986230,0.1392322614,-0.1666217455,0.3287021848,-0.0357922830,1005.4261309672,0.1918339663,0.1650093198,0.9903228370,0.0231242402
7,21.4410036735,0.1309795164,-0.1602558859,0.3266601404,-0.0451343340,1005.4261309672,0.2000114814,0.1588832044,0.9914344393,0.0209302731
7,21.4915087240,0.1230379651,-0.1542959457,0.3241372975,-0.0548247078,1005.4261309672,0.2078890446,0.1531295260,0.9924403735,0.0189363971
7,21.5420137746,0.1153874818,-0.1487272172,0.3211171500,-0.0648204780,1005.4261309672,0.2154852107,0.1477382180,0.9933502475,0.0171232028
7,21.5925188251,0.1080086603,-0.1435359216,0.3175853476,-0.0750792196,1005.4261309672,0.2228180326,0.1426994995,0.9941727330,0.0154729973
7,21.6430238756,0.1008827671,-0.1387091840,0.3135296689,-0.0855590440,1005.4261309672,0.2299050783,0.1380039377,0.9949156479,0.0139696425
7,21.6935289261,0.0939916967,-0.1342350087,0.3089399939,-0.0962186369,1005.4261309672,0.2367634490,0.1336424996,0.9955860315,0.0125984071
7,21.7440339766,0.0873179279,-0.1301022566,0.3038082738,-0.1070172976,1005.4261309672,0.2434098008,0.1296065945,0.9961902113,0.0113458291
7,21.7945390271,0.0808444807,-0.1263006224,0.2981284991,-0.1179149821,1005.4261309672,0.2498603677,0.1258881074,0.9967338645,0.0101995893
7,21.8450440776,0.0745548751,-0.1228206141,0.2918966652,-0.1288723482,1005.4261309672,0.2561309866,0.1224794273,0.9972220724,0.0091483949
7,21.8955491281,0.0684330904,-0.1196535334,0.2851107356,-0.1398508044,1005.4261309672,0.2622371230,0.1193734687,0.9976593697,0.0081818715
7,21.9460541786,0.0624635253,-0.1167914572,0.2777706030,-0.1508125611,1005.4261309672,0.2681938986,0.1165636891,0.9980497882,0.0072904631
7,21.9965592291,0.0566309597,-0.1142272210,0.2698780470,-0.1617206861,1005.4261309672,0.2740161181,0.1140441029,0.9983968957,0.0064653401
7,22.0470642796,0.0509205165,-0.1119544033,0.2614366899,-0.1725391627,1005.4261309672,0.2797182988,0.1118092914,0.9987038306,0.0056983128
7,22.0975693301,0.0453176244,-0.1099673115,0.2524519485,-0.1832329516,1005.4261309672,0.2853146983,0.1098544116,0.9989733322,0.0049817517
7,22.1480743806,0.0398079813,-0.1082609694,0.2429309830,-0.1937680565,1005.4261309672,0.2908193446,0.1081752015,0.9992077669,0.0043085125
7,22.1985794311,0.0343775188,-0.1068311063,0.2328826432,-0.2041115930,1005.4261309672,0.2962460650,0.1067679853,0.9994091513,0.0036718650
7,22.2490844816,0.0290123665,-0.1056741468,0.2223174098,-0.2142318610,1005.4261309672,0.3016085163,0.1056296760,0.9995791708,0.0030654270
7,22.2995895321,0.0236988172,-0.1047872032,0.2112473332,-0.2240984203,1005.4261309672,0.3069202140,0.1047577786,0.9997191962,0.0024831003
7,22.3500945826,0.0184232923,-0.1041680686,0.1996859677,-0.2336821692,1005.4261309672,0.3121945627,0.1041503908,0.9998302960,0.0019190102
7,22.4005996331,0.0131723076,-0.1038152116,0.1876483017,-0.2429554263,1005.4261309672,0.3174448861,0.1038062053,0.9999132464,0.0013674464
7,22.4511046836,0.0079324393,-0.1037277728,0.1751506843,-0.2518920139,1005.4261309672,0.3226844567,0.1037245094,0.9999685384,0.0008228056
7,22.5016097341,0.0026902901,-0.1039055625,0.1622107466,-0.2604673445,1005.4261309672,0.3279265260,0.1039051865,0.9999963812,0.0002795358
7,22.5521147847,-0.0025675448,-0.1043490600,0.1488473199,-0.2686585081,1005.4261309672,0.3331843549,0.1043487160,0.9999967039,-0.0002679206
7,22.6026198352,-0.0078545112,-0.1050594144,0.1350803481,-0.2764443609,1005.4261309672,0.3384712433,0.1050561737,0.9999691535,-0.0008251819
7,22.6531248857,-0.0131841297,-0.1060384470,0.1209307963,-0.2838056150,1005.4261309672,0.3438005606,0.1060292312,0.9999130906,-0.0013979841
7,22.7036299362,-0.0185700303,-0.1072886549,0.1064205555,-0.2907249271,1005.4261309672,0.3491857759,0.1072701564,0.9998275819,-0.0019922391
7,22.7541349867,-0.0240259860,-0.1088132168,0.0915723411,-0.2971869885,1005.4261309672,0.3546404874,0.1087818122,0.9997113899,-0.0026140933
7,22.8046400372,-0.0295659478,-0.1106159992,0.0764095888,-0.3031786121,1005.4261309672,0.3601784533,0.1105676555,0.9995629592,-0.0032699904
7,22.8551450877,-0.0352040795,-0.1127015654,0.0609563448,-0.3086888196,1005.4261309672,0.3658136212,0.1126317355,0.9993804004,-0.0039667354
7,22.9056501382,-0.0409547932,-0.1150751848,0.0452371522,-0.3137089255,1005.4261309672,0.3715601582,0.1149786908,0.9991614697,-0.0047115630
7,22.9561551887,-0.0468327853,-0.1177428451,0.0292769330,-0.3182326194,1005.4261309672,0.3774324802,0.1176137454,0.9989035455,-0.0055122099
7,23.0066602392,-0.0528530728,-0.1207112642,0.0131008666,-0.3222560455,1005.4261309672,0.3834452820,0.1205427032,0.9986036015,-0.0063769913
7,23.0571652897,-0.0590310308,-0.1239879056,-0.0032657369,-0.3257778785,1005.4261309672,0.3896135658,0.1237719403,0.9982581746,-0.0073148838
7,23.1076703402,-0.0653824306,-0.1275809935,-0.0197975655,-0.3287993968,1005.4261309672,0.3959526699,0.1273083950,0.9978633302,-0.0083356136
7,23.1581753907,-0.0719234783,-0.1314995306,-0.0364694394,-0.3313245523,1005.4261309672,0.4024782974,0.1311595546,0.9974146214,-0.0094497515
7,23.2086804412,-0.0786708549,-0.1357533169,-0.0532564468,-0.3333600368,1005.4261309672,0.4092065425,0.1353334379,0.9969070440,-0.0106688165
7,23.2591854917,-0.0856417568,-0.1403529696,-0.0701340850,-0.3349153451,1005.4261309672,0.4161539180,0.1398385739,0.9963349857,-0.0120053867
7,23.3096905422,-0.0928539376,-0.1453099444,-0.0870784023,-0.3360028364,1005.4261309672,0.4233373791,0.1446839738,0.9956921696,-0.0134732203
7,23.3401924222,-0.0973341924,-0.1484818526,-0.0973341924,-0.3364393318,1005.4261309672,0.4277973883,0.1477790533,0.9952667661,-0.0144295519
8,23.3401924222,-0.0473341924,-0.1000000000,-0.1473341924,-0.3000000000,1003.4609835895,0.0473165188,0.0998879946,0.9988799463,-0.0047316519
8,23.3906974727,-0.0524588627,-0.1029801210,-0.1623684074,-0.2952756211,1003.4609835895,0.0524348054,0.1028384564,0.9986243494,-0.0053997426
8,23.4412025232,-0.0577406510,-0.1062231774,-0.1771522042,-0.2900874863,1003.4609835895,0.0577085720,0.1060461535,0.9983334717,-0.0061299879
8,23.4917075737,-0.0631930397,-0.1097373073,-0.1916627921,-0.2844609551,1003.4609835895,0.0631509893,0.1095182699,0.9980039842,-0.0069300195
8,23.5422126242,-0.0688299390,-0.1135313208,-0.2058787150,-0.2784235055,1003.4609835895,0.0687756042,0.1132624962,0.9976321548,-0.0078081852
8,23.5927176747,-0.0746657213,-0.1176147193,-0.2197799570,-0.2720046854,1003.4609835895,0.0745963641,0.1172870223,0.9972138098,-0.0087736304
8,23.6432227252,-0.0807152570,-0.1219977166,-0.2333480458,-0.2652360656,1003.4609835895,0.0806276428,0.1216005277,0.9967442918,-0.0098363883
8,23.6937277757,-0.0869939506,-0.1266912615,-0.2465661535,-0.2581511920,1003.4609835895,0.0868842645,0.1262121674,0.9962184121,-0.0110074771
8,23.7442328262,-0.0935177788,-0.1317070607,-0.2594191958,-0.2507855398,1003.4609835895,0.0933815273,0.1311315533,0.9956303985,-0.0122990065
8,23.7947378767,-0.1003033291,-0.1370576033,-0.2718939273,-0.2431764703,1003.4609835895,0.1001352257,0.1363687294,0.9949738371,-0.0137242940
8,23.8452429272,-0.1073678400,-0.1427561867,-0.2839790367,-0.2353631904,1003.4609835895,0.1071616720,0.1419341407,0.9942416085,-0.0152979917
8,23.8957479777,-0.1147292426,-0.1488169430,-0.2956652386,-0.2273867171,1003.4609835895,0.1144777152,0.1478385931,0.9934258164,-0.0170362236
8,23.9462530282,-0.1224062035,-0.1552548660,-0.3069453641,-0.2192898464,1003.4609835895,0.1221007581,0.1540932041,0.9925177101,-0.0189567368
8,23.9967580787,-0.1304181688,-0.1620858399,-0.3178144502,-0.2111171281,1003.4609835895,0.1300487715,0.1607093418,0.9915075981,-0.0210790644
8,24.0472631292,-0.1387854099,-0.1693266673,-0.3282698279,-0.2029148474,1003.4609835895,0.1383403055,0.1676985496,0.9903847535,-0.0234247029
8,24.0977681798,-0.1475290707,-0.1769950985,-0.3383112091,-0.1947310143,1003.4609835895,0.1469944954,0.1750724556,0.9891373101,-0.0260173052
8,24.1482732303,-0.1566712161,-0.1851098607,-0.3479407741,-0.1866153601,1003.4609835895,0.1560310637,0.1828426626,0.9877521486,-0.0288828885
8,24.1987782808,-0.1662348821,-0.1936906868,-0.3571632586,-0.1786193447,1003.4609835895,0.1654703158,0.1910206164,0.9862147710,-0.0320500591
8,24.2492833313,-0.1762441272,-0.2027583439,-0.3659860410,-0.1707961723,1003.4609835895,0.1753331276,0.1996174477,0.9845091642,-0.0355502546
8,24.2997883818,-0.1867240856,-0.2123346607,-0.3744192315,-0.1632008196,1003.4609835895,0.1856409255,0.2086437854,0.9826176503,-0.0394180029
8,24.3034881775,-0.1875110154,-0.2130567946,-0.3750220309,-0.1626549019,1003.4609835895,0.1864141191,0.2093221774,0.9824712597,-0.0397167947
8,24.3539932280,0.1777225151,-0.1894831200,0.3741067005,-0.0225605222,1003.7612764295,0.1960398163,0.1864985483,0.9842488780,0.0334984218
8,24.4044982785,0.1683632831,-0.1812202007,0.3727345250,-0.0318592133,1003.7612764295,0.2052592383,0.1786578105,0.9858603503,0.0303668878
8,24.4550033290,0.1594097587,-0.1734138388,0.3708807793,-0.0416223661,1003.7612764295,0.2140927616,0.1712151504,0.9873211476,0.0275269284
8,24.5055083795,0.1508393686,-0.1660449970,0.3685232640,-0.0518002438,1003.7612764295,0.2225602151,0.1641596052,0.9886452960,0.0249512534
