time,q1,u1,q2,u2,TE,xh,vxh,yh,vyh
0,0,-0.1,0.2,-0.2,1309.04568753576,0,0.13,1.3,0
0.0505050505050505,-0.00506042299504472,-0.100418081045192,0.189641748428838,-0.210136699689577,1309.04568753576,0.00657852829580096,0.130542219614364,1.29998719608688,-0.000508155797634046
0.101010101010101,-0.0101458052822185,-0.100988517422959,0.178779338687232,-0.219960518980644,1309.04568753576,0.0131893728040373,0.131279874948503,1.29994853175909,-0.0010245922551647
0.151515151515152,-0.0152638631727934,-0.101712203708877,0.167429191543747,-0.229447141850082,1309.04568753576,0.0198424294216898,0.132214016316304,1.29988350950227,-0.00155246087529351
0.202020202020202,-0.0204223641284384,-0.102590271156184,0.155608927035593,-0.238573406952044,1309.04568753576,0.0265476537939438,0.133345959432739,1.29979147076952,-0.00209499023920547
0.252525252525253,-0.0256291387595376,-0.103624089543959,0.14333730407879,-0.247317389720119,1309.04568753576,0.0333150747178214,0.134677285385712,1.29967159160015,-0.00265550543479765
0.303030303030303,-0.0308920929275641,-0.104815269451345,0.130634155932617,-0.25565848435974,1309.04568753576,0.0401548075426945,0.136209840536424,1.29952287724314,-0.00323744805911919
0.353535353535354,-0.0362192199733072,-0.10616566496923,0.117520321535734,-0.263577485253273,1309.04568753576,0.0470770675633707,0.137945736319442,1.29934415575343,-0.00384439691072714
0.404040404040404,-0.0416186130933837,-0.107677376862982,0.104017572756578,-0.271056667263456,1309.04568753576,0.0540921833998177,0.139887348907271,1.29913407052328,-0.00448008949131289
0.454545454545455,-0.0470984778881992,-0.109352756202046,0.0901485376271599,-0.27807986439311,1309.04568753576,0.0612106103556558,0.142037318697125,1.29889107170461,-0.00514844444020223
0.505050505050505,-0.0526671451053906,-0.111194408474578,0.0759366196574573,-0.284632546241619,1309.04568753576,0.0684429437451998,0.144398549569811,1.29861340647204,-0.00585358503019507
0.555555555555556,-0.0583330836037533,-0.113205198207626,0.0614059133558777,-0.290701891692148,1309.04568753576,0.0757999321760958,0.14697420786181,1.2982991080697,-0.00659986385869235
0.606060606060606,-0.064104913563757,-0.115388254115943,0.0465811161099319,-0.296276859268896,1309.04568753576,0.0832924907713807,0.149767720981841,1.29794598357782,-0.00739188887416539
0.656565656565657,-0.0699914199719856,-0.117746974805076,0.0314874366090693,-0.301348253620969,1309.04568753576,0.0909317143110352,0.152782775592122,1.29755160032816,-0.0082345508847598
0.707070707070707,-0.0760015664082037,-0.120285035057233,0.0161505000184551,-0.305908787619113,1309.04568753576,0.0987288902687792,0.156023315262127,1.29711327088939,-0.00913305270319659
0.757575757575758,-0.0821445091652603,-0.123006392731345,0.000596250137371859,-0.309953139593093,1309.04568753576,0.106695511714844,0.159493537488587,1.29662803653578,-0.0100929400901352
0.808080808080808,-0.0884296117337157,-0.125915296312015,-0.0151491512014993,-0.313478005290761,1309.04568753576,0.114843290049706,0.163197889959769,1.29609264910417,-0.0111201346667916
0.858585858585859,-0.0948664596849077,-0.129016293145488,-0.0310594272161029,-0.316482144203943,1309.04568753576,0.123184167527158,0.16714106592426,1.29550355113511,-0.0122209689768501
0.909090909090909,-0.101464875988199,-0.132314238404652,-0.0471082914503276,-0.318966419980257,1309.04568753576,0.131730329517562,0.171327998504526,1.29485685418502,-0.0134022238875478
0.95959595959596,-0.108234936800381,-0.135814304829317,-0.0632695549367275,-0.320933834722625,1309.04568753576,0.140494216453466,0.175763853773025,1.29414831518611,-0.0146711685302285
1.01010101010101,-0.115186987767644,-0.139521993292754,-0.0795172349346467,-0.32238955706821,1309.04568753576,0.149488535389974,0.180454022383366,1.29337331072051,-0.0160356029916026
1.06060606060606,-0.122331660883253,-0.143443144250775,-0.0958256649289268,-0.323340944034211,1309.04568753576,0.15872627110106,0.185404109520588,1.29252680906424,-0.0175039039783809
1.11111111111111,-0.129679891947043,-0.147583950135639,-0.112169605576164,-0.323797556717751,1309.04568753576,0.168220696620311,0.190619922902675,1.29160333984483,-0.0190850736897802
1.16161616161616,-0.137242938676166,-0.151950968763814,-0.128524356292455,-0.32377117003945,1309.04568753576,0.17798538312016,0.196107458529524,1.29059696114445,-0.0207887921445539
1.21212121212121,-0.145032399520192,-0.156551137834302,-0.144865867188781,-0.32327577682343,1309.04568753576,0.188034209007333,0.201872883835198,1.28950122386766,-0.0226254732215512
1.26262626262626,-0.153060233237771,-0.161391790602953,-0.161170851077536,-0.322327586609092,1309.04568753576,0.198381368093741,0.207922517853942,1.28830913317933,-0.0246063246852054
1.31313131313131,-0.161338779296611,-0.166480672828122,-0.177416895296234,-0.32094501969064,1309.04568753576,0.209041376681084,0.214262807959392,1.28701310680436,-0.0267434124796111
1.36363636363636,-0.169880779163607,-0.171825961094282,-0.193582573121968,-0.319148696977942,1309.04568753576,0.220029079373778,0.220900302679003,1.28560492996633,-0.0290497295867177
1.41414141414141,-0.178699398557701,-0.177436282633133,-0.209647554582537,-0.316961426366125,1309.04568753576,0.231359653408085,0.227841620021086,1.28407570672668,-0.0315392697553618
1.46464646464646,-0.18780825074441,-0.183320736776323,-0.22559271650718,-0.314408186390941,1309.04568753576,0.243048611255055,0.235093410679107,1.28241580747061,-0.0342271064179952
1.51515151515152,-0.197221420958153,-0.189488918190672,-0.241400251701245,-0.311516108032292,1309.04568753576,0.255111801220846,0.242662315395879,1.28061481226945,-0.0371294771205932
1.56565656565657,-0.206953492046637,-0.195950942065759,-0.257053777174798,-0.308314455610034,1309.04568753576,0.267565405729398,0.250554915677865,1.27866144983263,-0.0402638737977791
1.61616161616162,-0.21701957144061,-0.202717471445434,-0.272538441404797,-0.304834607795014,1309.04568753576,0.280425936929015,0.258777676945515,1.27654353174576,-0.0436491392289806
1.66666666666667,-0.227435319562636,-0.209799746919527,-0.287841030664147,-0.301110039836076,1309.04568753576,0.293710229215289,0.267336883087905,1.27424788167384,-0.0473055700116004
1.71717171717172,-0.238216979800134,-0.217209618920177,-0.302950074508481,-0.297176308182334,1309.04568753576,0.307435428207439,0.276238561257008,1.27176025919244,-0.051255026382686
1.76767676767677,-0.249381410181053,-0.224959582899366,-0.317855950573144,-0.293071038762386,1309.04568753576,0.321618975652577,0.285488395586748,1.26906527789247,-0.0555210492101669
1.81818181818182,-0.260946116905471,-0.233062817700885,-0.332550988898797,-0.288833920271632,1309.04568753576,0.33627858966182,0.295091628352229,1.26614631738882,-0.0601289844568328
1.86868686868687,-0.272929289903209,-0.241533227481939,-0.347029576074786,-0.284506703919757,1309.04568753576,0.351432239602418,0.305052946892425,1.26298542884848,-0.0651061153929727
1.91919191919192,-0.285349840606704,-0.250385487587472,-0.361288259565647,-0.280133211207804,1309.04568753576,0.367098114880053,0.315376354402277,1.25956323364033,-0.070481802794686
1.96969696969697,-0.298227442150111,-0.259635094835294,-0.3753258526688,-0.275759351443918,1309.04568753576,0.383294586743651,0.326065022454019,1.25585881469867,-0.0762876333115003
2.02020202020202,-0.311582572230247,-0.269298422733016,-0.389143540641917,-0.271433150875936,1309.04568753576,0.400040162130134,0.337121122828647,1.25184960018455,-0.0825575761156921
2.07070707070707,-0.325436558893141,-0.279392782220237,-0.402744988638366,-0.267204795525543,1309.04568753576,0.417353428436502,0.348545635922412,1.24751123902576,-0.0893281478524258
2.12121212121212,-0.33981162954194,-0.289936488612654,-0.416136452200602,-0.263126690062283,1309.04568753576,0.435252987959641,0.360338132634665,1.24281746791821,-0.0966385857894411
2.17171717171717,-0.35473096349849,-0.30094893552084,-0.429326891187052,-0.259253535367495,1309.04568753576,0.453757380577974,0.372496526236598,1.23773996938033,-0.104531028911317
2.22222222222222,-0.370218748492653,-0.312450676627299,-0.442328088151259,-0.255642427821332,1309.04568753576,0.47288499306084,0.385016790258521,1.23224822046966,-0.11305070650876
2.27272727272727,-0.386300241501221,-0.32446351633378,-0.455154772356677,-0.252352983815833,1309.04568753576,0.49265395317841,0.397892637908573,1.22630933179947,-0.122246133568579
2.32323232323232,-0.403001834413054,-0.337010610439685,-0.467824750801473,-0.249447493572063,1309.04568753576,0.513082006543575,0.411115157939275,1.21988787653576,-0.132169311963708
2.37373737373737,-0.420351125059971,-0.350116578185361,-0.480359047850792,-0.246991109041368,1309.04568753576,0.534186373843759,0.424672401199916,1.21294570911491,-0.142875936060711
2.42424242424242,-0.438376994225222,-0.363807627195516,-0.492782055336258,-0.245052071526322,1309.04568753576,0.555983585810484,0.438548911340641,1.20544177350347,-0.154425600887509
2.47474747474747,-0.457109689324702,-0.378111693093051,-0.505121695292524,-0.243701985697567,1309.04568753576,0.578489292922808,0.452725192254892,1.19733190092984,-0.166882010415301
2.52525252525253,-0.476580915552235,-0.393058595828527,-0.517409597868767,-0.243016147947214,1309.04568753576,0.601718046441618,0.46717710384512,1.18856859715883,-0.180313182779333
2.57575757575758,-0.496823935391471,-0.40868021509268,-0.529681297391595,-0.243073938554736,1309.04568753576,0.625683046918499,0.481875176554748,1.17910081956251,-0.194791648360798
2.62626262626263,-0.517873677525792,-0.425010687557771,-0.541976450079939,-0.243959289005068,1309.04568753576,0.650395855808108,0.496783833807026,1.1688737444738,-0.210394635535732
2.67676767676768,-0.539766856327254,-0.442086629138948,-0.554339077540546,-0.245761238061981,1309.04568753576,0.675866065227809,0.511860510005772,1.15782852560534,-0.227204237515569
2.72727272727273,-0.56254210327965,-0.459947385991856,-0.566817840926876,-0.248574592950291,1309.04568753576,0.702100920242977,0.527054650057741,1.1459020446897,-0.245307551994078
2.77777777777778,-0.586240111893691,-0.478635318583213,-0.579466351551921,-0.252500715346917,1309.04568753576,0.729104887299513,0.542306574442218,1.1330266559674,-0.264796783196426
2.82828282828283,-0.610903797909352,-0.498196123905247,-0.592343524839926,-0.257648455958058,1309.04568753576,0.756879161563808,0.55754619164733,1.11912992673821,-0.285769293296507
2.87878787878788,-0.636578476857902,-0.518679201775162,-0.605513985824389,-0.264135266435994,1309.04568753576,0.785421104950124,0.572691537278294,1.10413437692949,-0.308327586899718
2.92929292929293,-0.663312061381493,-0.540138072193538,-0.619048536000346,-0.272088523473596,1309.04568753576,0.814723605499379,0.587647116281026,1.08795722155736,-0.3325792082158
