time,hinge_x,hinge_y,stance_x1,stance_y1,stance_x2,stance_y2,swing_x1,swing_y1,swing_x2,swing_y2,stance_angle,swing_angle,stance_foot_seg1_x1,stance_foot_seg1_y1,stance_foot_seg1_x2,stance_foot_seg1_y2,stance_foot_seg2_x1,stance_foot_seg2_y1,stance_foot_seg2_x2,stance_foot_seg2_y2,stance_foot_seg3_x1,stance_foot_seg3_y1,stance_foot_seg3_x2,stance_foot_seg3_y2,stance_foot_seg4_x1,stance_foot_seg4_y1,stance_foot_seg4_x2,stance_foot_seg4_y2,swing_foot_seg1_x1,swing_foot_seg1_y1,swing_foot_seg1_x2,swing_foot_seg1_y2,swing_foot_seg2_x1,swing_foot_seg2_y1,swing_foot_seg2_x2,swing_foot_seg2_y2,swing_foot_seg3_x1,swing_foot_seg3_y1,swing_foot_seg3_x2,swing_foot_seg3_y2,swing_foot_seg4_x1,swing_foot_seg4_y1,swing_foot_seg4_x2,swing_foot_seg4_y2
0,0,1.3,0,1.3,0,0,0,1.3,-0.25827013003358,0.0259134488063859,0,0.2,-0.143827661581261,0.0367252314328883,-0.0742211877763569,0.00932627348680665,-0.0742211877763569,0.00932627348680665,0,5.55111512312578e-17,0,5.55111512312578e-17,0.0742211877763569,0.00932627348680665,0.0742211877763569,0.00932627348680665,0.143827661581261,0.0367252314328883,-0.391934636966369,0.0904807659734119,-0.32915899102843,0.0497992914529554,-0.32915899102843,0.0497992914529554,-0.25827013003358,0.025913448806386,-0.25827013003358,0.025913448806386,-0.183675580013858,0.0203083440402685,-0.183675580013858,0.0203083440402685,-0.110013268796659,0.0333324754210766
0.100118210693059,4.43559457477049e-05,1.29999999941208,4.43559457477049e-05,1.29999999941208,1.83578467097961e-15,1.68790981192046e-10,4.43559457477049e-05,1.29999999941208,-0.256951366840982,0.0256557765000256,-3.41199582726734e-05,0.198965729554167,-0.143826408434175,0.0367301389741126,-0.0742208695210898,0.00932880607399827,-0.0742208695210898,0.00932880607399827,1.8357897531773e-15,1.68791036703198e-10,1.8357897531773e-15,1.68791036703198e-10,0.0742215059452178,0.0093237412263395,0.0742215059452178,0.0093237412263395,0.143828914560906,0.0367203241864913,-0.390680383944385,0.0900893767741875,-0.327864081813922,0.0494707076830134,-0.327864081813922,0.0494707076830134,-0.256951366840982,0.0256557765000256,-0.256951366840982,0.0256557765000256,-0.182351248182428,0.0201252803004374,-0.182351248182428,0.0201252803004374,-0.108701999896647,0.0332230785514163
0.200236421386117,0.000177300070836086,1.29999999063689,0.000177300070836086,1.29999999063689,1.19469050537807e-13,2.72739719697768e-09,0.000177300070836086,1.29999999063689,-0.253017997935864,0.0248952337375616,-0.000136384670204823,0.195882097499643,-0.143822651484927,0.0367448497068567,-0.0742199151252217,0.00933639875965148,-0.0742199151252217,0.00933639875965148,1.19469064090334e-13,2.72739719697768e-09,1.19469064090334e-13,2.72739719697768e-09,0.0742224590469202,0.00931615349528009,0.0742224590469202,0.00931615349528009,0.143832669002289,0.0367056179305962,-0.386938520658139,0.0889298529175452,-0.3240013987063,0.0484986425411132,-0.3240013987063,0.0484986425411132,-0.253017997935864,0.0248952337375616,-0.253017997935864,0.0248952337375616,-0.178401722404221,0.0195871721450426,-0.178401722404221,0.0195871721450426,-0.104791850725873,0.0329044873242004
0.300354632079176,0.000399649444575257,1.29999995251545,0.000399649444575257,1.29999995251545,1.388510183567e-12,1.3946098498252e-08,0.000399649444575257,1.29999995251545,-0.246503240007189,0.0236618455937907,-0.000307422653447542,0.190778638032905,-0.143816364615473,0.0367694595242261,-0.0742183171599979,0.00934910426632707,-0.0742183171599979,0.00934910426632707,1.38851017001448e-12,1.39460986092743e-08,1.38851017001448e-12,1.39460986092743e-08,0.0742240513781688,0.00930346971806939,0.0742240513781688,0.00930346971806939,0.143838944954085,0.0366810277628941,-0.380737978121828,0.0870351360482647,-0.317602198798145,0.0469148486455668,-0.317602198798145,0.0469148486455668,-0.246503240007189,0.0236618455937908,-0.246503240007189,0.0236618455937908,-0.171861690644372,0.018721885998606,-0.171861690644372,0.018721885998606,-0.0983184007286036,0.0324021126213358
0.400472842772234,0.000712768873344844,1.29999984912476,0.000712768873344844,1.29999984912476,7.95123320483648e-12,4.45245660340987e-08,0.000712768873344844,1.29999984912476,-0.237462463217626,0.0220043253382289,-0.000548283770080865,0.183704195513839,-0.143807504107589,0.0368041288059577,-0.0742160631682694,0.00936701088017849,-0.0742160631682694,0.00936701088017849,7.95123323194154e-12,4.4524566145121e-08,7.95123323194154e-12,4.4524566145121e-08,0.0742262900724357,0.00928562233894842,0.0742262900724357,0.00928562233894842,0.143847775818168,0.0366464120687924,-0.372127130277175,0.0844588392301321,-0.308718661983811,0.0447709287185745,-0.308718661983811,0.0447709287185745,-0.237462463217626,0.022004325338229,-0.237462463217626,0.022004325338229,-0.162788899294113,0.0175745462190339,-0.162788899294113,0.0175745462190339,-0.0893408107425046,0.0317570135713344
0.500591053465293,0.00111857911662221,1.29999962868008,0.00111857911662221,1.29999962868008,3.09266442750228e-11,1.09918307344969e-07,0.00111857911662221,1.29999962868008,-0.225973324245083,0.0199881961422417,-0.000860445556709235,0.174726490933169,-0.143796008249436,0.0368490836131986,-0.0742131355203972,0.00939024323603915,-0.0742131355203972,0.00939024323603915,3.09266443292329e-11,1.09918307400481e-07,3.09266443292329e-11,1.09918307400481e-07,0.0742291850814348,0.0092625166693282,0.0742291850814348,0.0092625166693282,0.143859208427902,0.0366015718990612,-0.361174130731008,0.0812734373124313,-0.297424130162686,0.0421364788253081,-0.297424130162686,0.0421364788253081,-0.225973324245083,0.0199881961422417,-0.225973324245083,0.0199881961422417,-0.151264178023802,0.0162056622070013,-0.151264178023802,0.0162056622070013,-0.0779417443630137,0.0310240566592748
0.600709264158351,0.0016195683713625,1.29999922196098,0.0016195683713625,1.29999922196098,9.42933719386835e-11,2.30808064438648e-07,0.0016195683713625,1.29999922196098,-0.212135864069311,0.0176932463443555,-0.00124582207385934,0.163931513755088,-0.143781796779341,0.0369046173701214,-0.0742095112093624,0.0094189634275057,-0.0742095112093624,0.0094189634275057,9.42933719928936e-11,2.30808064438648e-07,9.42933719928936e-11,2.30808064438648e-07,0.0742327491466914,0.0092340306871842,0.0742327491466914,0.0092340306871842,0.143873303152231,0.0365462501115643,-0.34796728882177,0.0775678061293781,-0.283813349439122,0.0390965681226345,-0.283813349439122,0.0390965681226345,-0.212135864069311,0.0176932463443556,-0.212135864069311,0.0176932463443556,-0.137391391588374,0.0146885956774104,-0.137391391588374,0.0146885956774104,-0.0642271812762059,0.0302694307474807
0.70082747485141,0.00221880702931019,1.29999854022131,0.00221880702931019,1.29999854022131,2.43270707397936e-10,4.33724059334395e-07,0.00221880702931019,1.29999854022131,-0.196072491160866,0.0152104016311199,-0.00170677527946216,0.151422737984012,-0.143764770160456,0.036971093043263,-0.0742051615816063,0.00945337245377481,-0.0742051615816063,0.00945337245377481,2.43270707397936e-10,4.33724059278884e-07,2.43270707397936e-10,4.33724059278884e-07,0.0742369977587646,0.0092000147997654,0.0742369977587646,0.0092000147997654,0.143890134020416,0.0364801302870527,-0.332615398686717,0.073444182756166,-0.268002631784068,0.0357486333468798,-0.268002631784068,0.0357486333468798,-0.196072491160866,0.0152104016311198,-0.196072491160866,0.0152104016311198,-0.121297244573086,0.0131064553816634,-0.121297244573086,0.0131064553816634,-0.0483260546855347,0.0295676077860036
0.800945685544468,0.00291996572311561,1.29999747253031,0.00291996572311561,1.29999747253031,5.55873996572337e-10,7.51840826707095e-07,0.00291996572311561,1.29999747253031,-0.177927761068195,0.012638121100258,-0.00224612894037957,0.137320162109496,-0.143744808677613,0.0370489458340731,-0.0742000519989114,0.0094937120193499,-0.0742000519989114,0.0094937120193499,5.55873996897598e-10,7.51840826762606e-07,5.55873996897598e-10,7.51840826762606e-07,0.0742419491010004,0.00916029158399873,0.0742419491010004,0.00916029158399873,0.143909788860966,0.0364028354311453,-0.315247922999295,0.0690146409196754,-0.250129841682515,0.032198889158981,-0.250129841682515,0.032198889158981,-0.177927761068195,0.0126381211002581,-0.177927761068195,0.0126381211002581,-0.103130856823839,0.0115485305603577,-0.103130856823839,0.0115485305603577,-0.0303896381824437,0.0289978630017048
0.901063896237527,0.00372733669500998,1.29999588247839,0.00372733669500998,1.29999588247839,1.15855371390222e-09,1.22596252216667e-06,0.00372733669500998,1.29999588247839,-0.157867862218998,0.0100784464818247,-0.00286718511029003,0.121759174093408,-0.14372177134499,0.0371386864057531,-0.074194141425242,0.00954026670776131,-0.074194141425242,0.00954026670776131,1.15855371401064e-09,1.22596252211116e-06,1.15855371401064e-09,1.22596252211116e-06,0.0742476239740265,0.0091146555219816,0.0742476239740265,0.0091146555219816,0.143932369447027,0.0363139264763112,-0.296014929429552,0.0643971972117108,-0.230354110845052,0.0285583775478698,-0.230354110845052,0.0285583775478698,-0.157867862218998,0.0100784464818248,-0.157867862218998,0.0100784464818248,-0.0830630274095172,0.0101063966211709,-0.0830630274095172,0.0101063966211709,-0.0105906087337347,0.0286404901616179
