cycle,time_point,kinetic_energy,potential_energy,total_energy,energy_rate_of_change,cumulative_energy_loss
5,15.1588788498,602.8703285786,401.9135523857,1004.7838809643,0.0000000000,5.0281657421
5,15.2093839003,602.8703285786,401.9135523857,1004.7838809643,0.0000000000,5.0281657421
5,15.2598889508,602.8703285786,401.9135523857,1004.7838809643,0.0000000000,5.0281657421
5,15.3103940013,602.8703285786,401.9135523857,1004.7838809643,0.0000000000,5.0281657421
5,15.3608990518,602.8703285786,401.9135523857,1004.7838809643,0.0000000000,5.0281657421
5,15.4114041023,602.8703285786,401.9135523857,1004.7838809643,0.0000000000,5.0281657421
5,15.4619091528,602.8703285786,401.9135523857,1004.7838809643,0.0000000000,5.0281657421
5,15.5124142033,602.8703285786,401.9135523857,1004.7838809643,0.0000000000,5.0281657421
5,15.5629192538,602.8703285786,401.9135523857,1004.7838809643,0.0000000000,5.0281657421
5,15.6134243043,602.8703285786,401.9135523857,1004.7838809643,0.0000000000,5.0281657421
5,15.6639293548,602.8703285786,401.9135523857,1004.7838809643,0.0000000000,5.0281657421
5,15.7144344053,602.8703285786,401.9135523857,1004.7838809643,0.0000000000,5.0281657421
5,15.7649394558,602.8703285786,401.9135523857,1004.7838809643,0.0000000000,5.0281657421
5,15.8154445063,602.8703285786,401.9135523857,1004.7838809643,0.0000000000,5.0281657421
5,15.8659495568,602.8703285786,401.9135523857,1004.7838809643,0.0000000000,5.0281657421
5,15.9164546074,602.8703285786,401.9135523857,1004.7838809643,0.0000000000,5.0281657421
5,15.9669596579,602.8703285786,401.9135523857,1004.7838809643,0.0000000000,5.0281657421
5,16.0174647084,602.8703285786,401.9135523857,1004.7838809643,0.0000000000,5.0281657421
5,16.0679697589,602.8703285786,401.9135523857,1004.7838809643,0.0000000000,5.0281657421
5,16.1184748094,602.8703285786,401.9135523857,1004.7838809643,0.0000000000,5.0281657421
5,16.1689798599,602.8703285786,401.9135523857,1004.7838809643,0.0000000000,5.0281657421
5,16.2194849104,602.8703285786,401.9135523857,1004.7838809643,0.0000000000,5.0281657421
5,16.2699899609,602.8703285786,401.9135523857,1004.7838809643,0.0000000000,5.0281657421
5,16.3204950114,602.8703285786,401.9135523857,1004.7838809643,0.0000000000,5.0281657421
5,16.3710000619,602.8703285786,401.9135523857,1004.7838809643,0.0000000000,5.0281657421
5,16.4215051124,602.8703285786,401.9135523857,1004.7838809643,0.0000000000,5.0281657421
5,16.4720101629,602.8703285786,401.9135523857,1004.7838809643,0.0000000000,5.0281657421
5,16.5225152134,602.8703285786,401.9135523857,1004.7838809643,0.0000000000,5.0281657421
5,16.5730202639,602.8703285786,401.9135523857,1004.7838809643,0.0000000000,5.0281657421
5,16.6235253144,602.8703285786,401.9135523857,1004.7838809643,0.0000000000,5.0281657421
5,16.6740303649,602.8703285786,401.9135523857,1004.7838809643,0.0000000000,5.0281657421
5,16.7245354154,602.8703285786,401.9135523857,1004.7838809643,0.0000000000,5.0281657421
5,16.7750404659,602.8703285786,401.9135523857,1004.7838809643,0.0000000000,5.0281657421
5,16.8255455164,602.8703285786,401.9135523857,1004.7838809643,0.0000000000,5.0281657421
5,16.8438716791,602.8703285786,401.9135523857,1004.7838809643,0.0000000000,5.0281657421
